-0.9,0.18406,0.181411,0.178786,0.176185,0.173609,0.171056,0.168528,0.166023,0.163543,0.161087
-0.8,0.211855,0.20897,0.206108,0.203269,0.200454,0.197662,0.194894,0.19215,0.18943,0.186733
-0.7,0.241964,0.238852,0.235762,0.232695,0.22965,0.226627,0.223627,0.22065,0.217695,0.214764
-0.6,0.274253,0.270931,0.267629,0.264347,0.261086,0.257846,0.254627,0.251429,0.248252,0.245097
-0.5,0.308538,0.305026,0.301532,0.298056,0.294599,0.29116,0.28774,0.284339,0.280957,0.277595
-0.4,0.344578,0.340903,0.337243,0.333598,0.329969,0.326355,0.322758,0.319178,0.315614,0.312067
-0.3,0.382089,0.378281,0.374484,0.3707,0.366928,0.363169,0.359424,0.355691,0.351973,0.348268
-0.2,0.42074,0.416834,0.412936,0.409046,0.405165,0.401294,0.397432,0.39358,0.389739,0.385908
-0.1,0.460172,0.456205,0.452242,0.448283,0.44433,0.440382,0.436441,0.432505,0.428576,0.424655
-0.0,0.5,0.496011,0.492022,0.488033,0.484047,0.480061,0.476078,0.472097,0.468119,0.464144
 0.0,0.5,0.503989,0.507978,0.511967,0.515953,0.519939,0.532922,0.527903,0.531881,0.535856
 0.1,0.539828,0.543795,0.547758,0.551717,0.55576,0.559618,0.563559,0.567495,0.571424,0.575345
 0.2,0.57926,0.583166,0.587064,0.590954,0.594835,0.598706,0.602568,0.60642,0.610261,0.614092
 0.3,0.617911,0.621719,0.625516,0.6293,0.633072,0.636831,0.640576,0.644309,0.648027,0.651732
 0.4,0.655422,0.659097,0.662757,0.666402,0.670031,0.673645,0.677242,0.680822,0.684386,0.687933
 0.5,0.691462,0.694974,0.698468,0.701944,0.705401,0.70884,0.71226,0.715661,0.719043,0.722405
 0.6,0.725747,0.729069,0.732371,0.735653,0.738914,0.742154,0.745373,0.748571,0.751748,0.754903
 0.7,0.758036,0.761148,0.764238,0.767305,0.77035,0.773373,0.776373,0.77935,0.782305,0.785236
 0.8,0.788145,0.79103,0.793892,0.796731,0.799546,0.802338,0.805106,0.80785,0.81057,0.813267
 0.9,0.81594,0.818589,0.821214,0.823815,0.826391,0.828944,0.831472,0.833977,0.836457,0.838913
 1.0,0.841345,0.843752,0.846136,0.848495,0.85083,0.853141,0.855428,0.85769,0.859929,0.862143
 1.1,0.864334,0.8665,0.868643,0.870762,0.872857,0.874928,0.876976,0.878999,0.881,0.882977
 1.2,0.88493,0.88686,0.888767,0.890651,0.892512,0.89435,0.896165,0.897958,0.899727,0.901475
 1.3,0.903199,0.904902,0.906582,0.908241,0.909877,0.911492,0.913085,0.914657,0.916207,0.917736
 1.4,0.919243,0.92073,0.922196,0.923641,0.925066,0.926471,0.927855,0.929219,0.930563,0.931888
 1.5,0.933193,0.934478,0.935744,0.936992,0.93822,0.939429,0.94062,0.941792,0.942947,0.944083
 1.6,0.945201,0.946301,0.947384,0.948449,0.949497,0.950529,0.951543,0.95254,0.953521,0.954486
 1.7,0.955435,0.956367,0.957284,0.958185,0.959071,0.959941,0.960796,0.961636,0.962462,0.963273
 1.8,0.96407,0.964852,0.965621,0.966375,0.967116,0.967843,0.968557,0.969258,0.969946,0.970621
 1.9,0.971283,0.971933,0.972571,0.973197,0.97381,0.974412,0.975002,0.975581,0.976148,0.976705
 2.0,0.97725,0.977784,0.978308,0.978822,0.979325,0.979818,0.980301,0.980774,0.981237,0.981691
 2.1,0.982136,0.982571,0.982997,0.983414,0.983823,0.984222,0.984614,0.984997,0.985371,0.985738
 2.2,0.986097,0.986447,0.986791,0.987126,0.987455,0.987776,0.988089,0.988396,0.988696,0.988989
 2.3,0.989276,0.989556,0.98983,0.990097,0.990358,0.990613,0.990863,0.991106,0.991344,0.991576
 2.4,0.991802,0.992024,0.99224,0.992451,0.992656,0.992857,0.993053,0.993244,0.993431,0.993613
 2.5,0.99379,0.993963,0.994132,0.994297,0.994457,0.994614,0.994766,0.994915,0.99506,0.995201
 2.6,0.995339,0.995473,0.995604,0.995731,0.995855,0.995975,0.996093,0.996207,0.996319,0.996427
 2.7,0.996533,0.996636,0.996736,0.996833,0.996928,0.99702,0.99711,0.997197,0.997282,0.997365
 2.8,0.997445,0.997523,0.997599,0.997673,0.997744,0.997814,0.997882,0.997948,0.998012,0.998074
 2.9,0.998134,0.998193,0.99825,0.998305,0.998359,0.998411,0.998462,0.998511,0.998559,0.998605
 3.0,0.99865,0.998694,0.998736,0.998777,0.998817,0.998856,0.998893,0.99893,0.998965,0.998999
 3.1,0.999032,0.999065,0.999096,0.999126,0.999155,0.999184,0.999211,0.999238,0.999264,0.999289
 3.2,0.999313,0.999336,0.999359,0.999381,0.999402,0.999423,0.999443,0.999462,0.999481,0.999499
 3.3,0.999517,0.999533,0.99955,0.999566,0.999581,0.999596,0.99961,0.999624,0.999638,0.99965
 3.4,0.999663,0.999675,0.999687,0.999698,0.999709,0.99972,0.99973,0.99974,0.999749,0.999758
 3.5,0.999767,0.999776,0.999784,0.999792,0.9998,0.999807,0.999815,0.999821,0.999828,0.999835
 3.6,0.999841,0.999847,0.999853,0.999858,0.999864,0.999869,0.999874,0.999879,0.999883,0.999888
 3.7,0.999892,0.999896,0.9999,0.999904,0.999908,0.999912,0.999915,0.999918,0.999922,0.999925
 3.8,0.999928,0.999931,0.999933,0.999936,0.999938,0.999941,0.999943,0.999946,0.999948,0.99995
 3.9,0.999952,0.999954,0.999956,0.999958,0.999959,0.999961,0.999963,0.999964,0.999966,0.999967
